AX,AY,AZ,CO2,Temp,Hum,Tim,File
-0.861,0.053,0.074,,,,,
-0.893,0.082,-0.07,,,,,
-1.039,0.143,0.143,,,,,
-1.008,0.117,0.039,,,,,
-0.896,0.141,0.154,,,,,
-0.99,0.096,0.186,,,,,
-1.004,0.061,0.08,,,,,
-1.105,0.049,0.254,,,,,
-0.93,0.061,0.105,,,,,
-1.045,0.115,0.242,,,,,
-1.1,0.143,0.141,,,,,
-0.99,0.148,0.055,,,,,
-1.125,0.18,0.035,,,,,
-0.92,0.115,-0.166,16216,46.9,20.9,641039,2
-0.996,0.158,0.189,,,,,
-1.061,0.271,0.09,,,,,
-1.092,0.227,0.412,,,,,
-0.924,0.051,0.197,,,,,
-0.943,0.123,-0.008,,,,,
-0.887,0.027,-0.01,,,,,
-0.906,0.098,-0.074,,,,,
-1.096,0.18,0.152,,,,,
-0.828,0.166,0.217,,,,,
-0.947,0.139,0.078,,,,,
-1.053,0.066,0.256,,,,,
-0.809,0.064,-0.07,,,,,
-0.99,0.045,0.27,,,,,
-0.994,0.213,0.059,,,,,
-0.912,0.111,0.17,,,,,
-1.025,0.062,0.166,,,,,
-0.787,0.17,-0.029,,,,,
-0.898,0.166,0.229,16216,46.9,20.9,641215,2
-0.93,0.131,0.107,,,,,
-0.875,0.148,0.168,,,,,
-0.965,0.123,0.115,,,,,
-0.881,0.113,0.027,,,,,
-1.043,0.057,0.107,,,,,
-0.869,0.258,0.006,,,,,
-0.848,0.188,0.006,,,,,
-0.949,0.123,0.113,,,,,
-0.791,0.146,0.18,,,,,
-1.039,0.133,0.199,,,,,
-0.977,0.186,0.066,,,,,
-1.062,0.139,-0.045,,,,,
-1.012,0.188,0.189,,,,,
-0.84,0.164,-0.115,,,,,
-1.141,0.139,0.148,,,,,
-0.926,0.082,0.008,,,,,
-1.129,0.242,0.102,,,,,
-0.961,0.15,0.098,16216,46.9,20.9,641391,2
-1.012,0.172,0.15,,,,,
-0.916,0.055,-0.17,,,,,
-0.988,0.158,0.066,,,,,
-0.889,0.174,-0.131,,,,,
-1.021,0.158,0.33,,,,,
-0.941,0.227,-0.029,,,,,
-0.877,0.113,0.174,,,,,
-0.918,0.078,-0.094,,,,,
-0.986,0.205,0.043,,,,,
-1.051,0.152,0.088,,,,,
-1.174,0.236,0.215,,,,,
-1.037,0.352,0.082,,,,,
-0.926,0.07,0.041,,,,,
-0.895,0.084,-0.188,,,,,
-1.02,0.055,-0.059,,,,,
-1.309,0.152,0.232,,,,,
-1.057,0.205,0.285,,,,,
-1.092,0.15,0.148,16216,46.9,20.9,641566,2
-0.746,0.178,0.027,,,,,
-0.924,0.043,-0.188,,,,,
-1.082,0.199,0.266,,,,,
-0.879,0.273,-0.219,,,,,
-1.105,0.156,0.168,,,,,
-0.844,0.148,-0.088,,,,,
-1.039,0.164,0.289,,,,,
-0.879,0.164,0.117,,,,,
-0.986,0.205,0.047,,,,,
-0.793,0.252,0.066,,,,,
-0.725,0.166,-0.281,,,,,
-1.098,0.08,0.457,,,,,
-0.887,0.178,-0.252,,,,,
-1.008,0.098,0.342,,,,,
-0.729,0.221,-0.223,,,,,
-0.887,0.188,0.049,,,,,
-0.943,0.076,0.094,,,,,
-0.627,0.135,-0.023,16216,46.9,20.9,641742,2
-0.775,0.156,0.004,,,,,
-0.826,0.176,0.045,,,,,
-0.846,0.055,0.098,,,,,
-0.926,0.094,0,,,,,
-0.922,0.123,0.139,,,,,
-0.891,0.127,0.189,,,,,
-0.994,0.123,0.307,,,,,
-0.916,0.08,0.066,,,,,
-0.973,-0.035,-0.01,,,,,
-0.93,0.107,0.08,,,,,
-1.039,0.141,0.186,,,,,
-1.193,0.184,0.281,,,,,
-1,0.252,0.098,,,,,
-0.977,0.098,0.184,,,,,
-1.08,0.16,-0.08,,,,,
-1.086,0.285,0.238,,,,,
-0.969,0.174,0.082,,,,,
-1.213,0.211,0.107,16216,46.9,20.9,641918,2
-1.055,0.078,0.205,,,,,
-0.9,0.191,-0.295,,,,,
-0.969,0.027,0.07,,,,,
-1.061,0.17,0.1,,,,,
-1.039,0.189,0.205,,,,,
-1.236,0.256,0.236,,,,,
-0.773,0.35,0.096,,,,,
-1.135,0.168,-0.051,,,,,
-1.029,0.033,0.066,,,,,
-1.039,0.014,0.049,,,,,
-1.201,0.059,0.162,,,,,
-0.791,0.275,0.33,,,,,
-0.98,0.139,0.174,,,,,
-1.217,0.08,0.305,,,,,
-0.955,0.107,-0.273,,,,,
-1.154,-0.004,0.291,,,,,
-0.885,0.197,0.066,,,,,
-0.938,0.176,0.141,16216,46.9,20.9,642094,2
-1.1,0.18,0.201,,,,,
-0.877,0.221,-0.113,,,,,
-0.961,0.035,0.348,,,,,
-1.01,0.195,0.154,,,,,
-0.965,0.148,0.217,,,,,
-0.98,0.152,0.057,,,,,
-0.961,0.105,0.012,,,,,
-0.76,-0.01,-0.033,,,,,
-1.012,0.113,0.244,,,,,
-0.996,0.186,0.131,,,,,
-1.082,0.209,0.449,,,,,
-0.859,0.137,0.098,,,,,
-1.1,0.156,0.375,,,,,
-1.018,0.162,-0.121,,,,,
-0.951,0.221,0.223,,,,,
-0.879,0.078,-0.037,,,,,
-0.93,0.219,-0.002,,,,,
-1,0.082,0.139,0,46.1,19.9,642306,2
-0.943,0.119,0.029,,,,,
-1.188,0.074,0.086,,,,,
-0.986,0.146,0.172,,,,,
-0.99,0.146,-0.021,,,,,
-1.084,0.158,0.445,,,,,
-0.928,0.191,-0.037,,,,,
-1.234,0.203,0.291,,,,,
-0.889,0.141,0.191,,,,,
-1.178,0.111,0.189,,,,,
-1.066,0.084,0.25,,,,,
-0.902,0.121,0.016,,,,,
-0.988,0.098,0.195,,,,,
-1.045,0.186,0.07,,,,,
-1.186,0.17,0.225,,,,,
-0.801,0.141,0.25,,,,,
-0.941,0.215,0.033,,,,,
-0.889,0.109,0.23,,,,,
-0.895,0.203,-0.182,0,46.1,19.9,642481,2
-0.926,0.146,0.113,,,,,
-0.883,0.197,-0.012,,,,,
-0.963,0.109,0.039,,,,,
-1.08,0.096,0.23,,,,,
-0.783,0.102,-0.146,,,,,
-1.053,0.238,0.051,,,,,
-0.891,0.145,0.143,,,,,
-1.121,0.184,0.318,,,,,
-1.166,0.09,0.301,,,,,
-1.025,0.127,-0.086,,,,,
-0.861,0.201,0.1,,,,,
-0.785,0.24,-0.012,,,,,
-1.113,0.172,0.232,,,,,
-0.891,0.162,0.059,,,,,
-0.92,0.072,0.186,,,,,
-0.861,0.209,0.166,,,,,
-1.135,0.283,0.174,,,,,
-0.801,0.199,0.068,0,46.1,19.9,642657,2
-0.986,0.053,-0.021,,,,,
-0.701,0.119,-0.006,,,,,
-1.111,0.262,0.031,,,,,
-1.225,0.283,0.652,,,,,
-0.951,0.236,0.145,,,,,
-0.936,-0.02,0.152,,,,,
-0.682,0.076,-0.191,,,,,
-0.982,0.123,-0.098,,,,,
-1.16,0.145,0.244,,,,,
-0.764,0.275,0.006,,,,,
-1.166,0.066,0.252,,,,,
-0.797,0.174,-0.225,,,,,
-0.768,0.133,0.264,,,,,
-0.873,0.238,0.123,,,,,
-0.988,0.119,0.146,,,,,
-0.889,0.139,0.088,,,,,
-0.641,0.178,-0.033,,,,,
-0.854,0.1,-0.053,0,46.1,19.9,642833,2
-1.027,0.135,0.221,,,,,
-0.873,0.109,0.047,,,,,
-0.977,0.105,0.301,,,,,
-0.791,0.23,0.02,,,,,
-0.957,0.1,0.275,,,,,
-0.93,0.154,0.039,,,,,
-0.93,0.074,-0.049,,,,,
-0.732,0.143,0.098,,,,,
-0.762,0.119,-0.096,,,,,
-1.137,0.041,0.299,,,,,
-0.859,0.154,0.047,,,,,
-0.934,0.029,0.301,,,,,
-1.15,0.16,0.209,,,,,
-0.945,0.246,-0.066,,,,,
-0.994,0.018,0.191,,,,,
-1.041,0.242,0.143,,,,,
-0.941,0.135,0.131,,,,,
-1.051,0.115,0.244,0,46.1,19.9,643009,2
-0.723,0.256,-0.049,,,,,
-0.953,0.121,0.189,,,,,
-1.145,0.184,0.271,,,,,
-0.857,0.098,0.074,,,,,
-1.129,0.113,0.197,,,,,
-0.885,0.232,0.084,,,,,
-1.039,0.215,0.031,,,,,
-0.959,0.334,0.172,,,,,
-0.865,0.252,-0.207,,,,,
-1.139,0.135,0.178,,,,,
-0.777,0.129,-0.023,,,,,
-1.143,0.238,0.104,,,,,
-0.957,0.152,0.119,,,,,
-0.977,0.262,0.08,,,,,
-0.979,0.148,0.072,,,,,
-1.156,0.139,0.312,,,,,
-0.797,0.211,-0.244,,,,,
-1.047,0.156,0.287,0,46.1,19.9,643185,2
-1.016,0.131,-0.047,,,,,
-0.91,0.182,0.115,,,,,
-1.051,0.162,0.219,,,,,
-0.891,0.211,0.057,,,,,
-1.049,0.096,0.389,,,,,
-0.912,0.172,0.027,,,,,
-0.863,0.215,0.207,,,,,
-1.025,0.232,0.07,,,,,
-0.912,0.191,0.15,,,,,
-1.043,0.053,-0.004,,,,,
-0.908,0.084,0.178,,,,,
-0.91,0.145,-0.109,,,,,
-0.963,0.123,0.324,,,,,
-0.801,0.18,0.07,,,,,
-1.1,0.164,0.299,,,,,
-1.1,0.266,0.178,,,,,
-1.113,0.137,0.061,,,,,
-1.062,0.123,0.18,0,46.1,19.9,643361,2
-0.977,0.207,-0.143,,,,,
-1.131,0.27,0.486,,,,,
-0.943,0.207,-0.062,,,,,
-0.941,0.238,0.217,,,,,
-0.82,0.184,-0.115,,,,,
-1.084,0.264,0.006,,,,,
-1.01,0.279,0.17,,,,,
-1.023,0.299,0.088,,,,,
-0.955,0.256,0.141,,,,,
-0.902,0.26,0.039,,,,,
-1.006,0.236,0.184,,,,,
-1.102,0.277,0.059,,,,,
-1.02,0.225,-0.029,,,,,
-0.945,0.285,0.113,,,,,
-1.082,0.256,-0.07,,,,,
-0.891,0.23,0.314,,,,,
-0.885,0.289,-0.08,,,,,
-1.029,0.283,0.264,0,46.1,19.9,643537,2
-0.791,0.162,-0.141,,,,,
-1.094,0.307,0.4,,,,,
-0.949,0.336,-0.039,,,,,
-0.889,0.246,0.045,,,,,
-0.895,0.271,-0.092,,,,,
-0.963,0.299,0.148,,,,,
-1.053,0.334,0.045,,,,,
-1.027,0.375,0.207,,,,,
-0.754,0.361,-0.047,,,,,
-0.934,0.271,0.109,,,,,
-0.932,0.244,-0.086,,,,,
-0.822,0.23,0.002,,,,,
-0.859,0.246,-0.01,,,,,
-0.885,0.268,0.111,,,,,
-1.021,0.23,0.17,,,,,
-0.99,0.184,0.152,,,,,
-0.957,0.18,-0.092,,,,,
-0.775,0.145,0.07,0,46.1,19.9,643713,2
-0.945,0.236,0.078,,,,,
-0.951,0.178,0.271,,,,,
-0.811,0.191,-0.029,,,,,
-0.846,0.244,0.164,,,,,
-0.881,0.246,0.029,,,,,
-1.057,0.234,0.287,,,,,
-0.934,0.186,0.203,,,,,
-1.031,0.252,0.236,,,,,
-0.973,0.234,0.066,,,,,
-0.883,0.166,0.209,,,,,
-1.045,0.287,0.158,,,,,
-1.256,0.232,0.186,,,,,
-1.02,0.223,0.344,,,,,
-0.842,0.221,-0.051,,,,,
-1,0.209,0.215,,,,,
-0.936,0.213,-0.004,,,,,
-1.078,0.146,0.312,,,,,
-0.996,0.189,0.123,0,46.1,19.9,643889,2
-1.074,0.133,0.211,,,,,
-0.982,0.225,0.078,,,,,
-1.002,0.281,0.104,,,,,
-1.135,0.234,0.285,,,,,
-1.021,0.244,0.189,,,,,
-0.965,0.193,0.105,,,,,
-1.021,0.166,0.119,,,,,
-1.072,0.229,-0.01,,,,,
-1.031,0.197,0.301,,,,,
-0.881,0.174,-0.01,,,,,
-1.088,0.16,0.318,,,,,
-0.979,0.186,0.025,,,,,
-1.027,0.17,0.383,,,,,
-0.945,0.197,-0.008,,,,,
-0.947,0.213,0.213,,,,,
-1.029,0.258,0.111,,,,,
-1.086,0.229,0.131,,,,,
-0.994,0.283,0.174,0,46.1,19.9,644065,2
-0.996,0.312,0.037,,,,,
-1.006,0.281,0.232,,,,,
-0.93,0.205,0.113,,,,,
-1.033,0.203,0.105,,,,,
-1.016,0.275,0.201,,,,,
-1.07,0.258,0.139,,,,,
-0.973,0.312,0.123,,,,,
-0.982,0.285,0.053,,,,,
-0.932,0.191,0.045,,,,,
-0.945,0.188,0.07,,,,,
-0.936,0.197,0.238,,,,,
-1.008,0.203,0.258,,,,,
-0.834,0.268,0.307,,,,,
-0.912,0.162,0.166,,,,,
-0.971,0.107,0.297,,,,,
-0.906,0.111,0,,,,,
-1.07,0.225,0.164,,,,,
-0.953,0.24,0.271,5885,45.6,19.7,644283,2
-0.939,0.227,0.244,,,,,
-0.885,0.139,0.189,,,,,
-1.012,0.141,0.191,,,,,
-0.949,0.199,0.186,,,,,
-0.926,0.205,0.156,,,,,
-0.986,0.207,0.318,,,,,
-1.02,0.213,0.162,,,,,
-1.035,0.174,0.154,,,,,
-1.127,0.09,0.109,,,,,
-0.84,0.219,0.279,,,,,
-1.029,0.158,0.102,,,,,
-1.043,0.27,0.48,,,,,
-0.877,0.225,0.143,,,,,
-1.168,0.143,0.334,,,,,
-1.035,0.234,0.082,,,,,
-0.943,0.191,0.086,,,,,
-1.021,0.227,0.379,,,,,
-0.945,0.254,0.279,5885,45.6,19.7,644451,2
-1.121,0.166,0.438,,,,,
-0.955,0.137,0.037,,,,,
-0.939,0.113,0.252,,,,,
-1.047,0.281,0.303,,,,,
-0.994,0.35,0.236,,,,,
-1.119,0.201,0.52,,,,,
-0.814,0.197,-0.041,,,,,
-0.926,0.062,0.176,,,,,
-0.885,0.24,0.117,,,,,
-1.068,0.318,0.242,,,,,
-1.039,0.188,0.5,,,,,
-0.629,0.318,0.072,,,,,
-0.988,0.123,0.35,,,,,
-0.873,0.164,0.035,,,,,
-0.875,0.166,0.262,,,,,
-1.029,0.18,0.371,,,,,
-0.834,0.258,0.201,,,,,
-0.904,0.15,0.379,5885,45.6,19.7,644627,2
-0.875,0.201,0.047,,,,,
-1.023,0.186,0.281,,,,,
-0.969,0.15,0.393,,,,,
-0.973,0.219,0.42,,,,,
-0.994,0.215,0.219,,,,,
-0.85,0.176,0.217,,,,,
-0.795,0.15,0.061,,,,,
-0.934,0.16,0.408,,,,,
-0.881,0.186,0.23,,,,,
-1.021,0.053,0.539,,,,,
-0.795,0.107,0.131,,,,,
-0.762,0.105,0.303,,,,,
-1.008,0.256,0.33,,,,,
-0.875,0.188,0.354,,,,,
-1.236,0.199,0.441,,,,,
-0.766,0.115,0.168,,,,,
-0.928,0.148,0.422,,,,,
-0.74,0.184,0.072,5885,45.6,19.7,644803,2
-1.129,0.193,0.457,,,,,
-0.92,0.119,0.242,,,,,
-0.809,0.24,0.402,,,,,
-0.926,0.146,0.166,,,,,
-0.941,0.223,0.473,,,,,
-0.92,0.129,0.107,,,,,
-0.949,0.072,0.51,,,,,
-0.779,0.072,0.107,,,,,
-1.027,0.094,0.436,,,,,
-0.898,0.217,0.352,,,,,
-1,0.131,0.082,,,,,
-1.051,0.152,0.457,,,,,
-0.922,0.199,0.139,,,,,
-1.287,0.098,0.572,,,,,
-1.082,0.273,0.221,,,,,
-0.912,0.109,0.359,,,,,
-1.002,0.215,0.373,,,,,
-0.881,0.188,0.143,5885,45.6,19.7,644979,2
-1.195,0.088,0.602,,,,,
-0.922,0.174,0.09,,,,,
-1.113,0.094,0.705,,,,,
-0.861,0.188,0.096,,,,,
-1.008,0.174,0.473,,,,,
-1.053,0.123,0.131,,,,,
-0.977,0.166,0.365,,,,,
-0.988,0.182,0.08,,,,,
-0.764,0.156,0.262,,,,,
-0.902,0.141,0.279,,,,,
-0.984,0.172,0.295,,,,,
-1.051,0.111,0.57,,,,,
-0.973,0.188,0.238,,,,,
-0.883,0.141,0.363,,,,,
-1.139,0.131,0.055,,,,,
-1,0.246,0.311,,,,,
-0.994,0.119,0.332,,,,,
-1.023,0.229,0.412,5885,45.6,19.7,645154,2
-1.037,0.234,0.273,,,,,
-0.852,0.094,0.482,,,,,
-0.777,0.207,-0.006,,,,,
-1.002,0.117,0.318,,,,,
-1.066,0.102,0.504,,,,,
-1.115,0.262,0.242,,,,,
-0.938,0.162,0.654,,,,,
-0.789,0.211,-0.061,,,,,
-1.039,0.16,0.541,,,,,
-1.068,0.154,0.24,,,,,
-0.867,0.094,0.264,,,,,
-0.951,0.148,0.318,,,,,
-0.924,0.193,0.227,,,,,
-0.949,0.148,0.604,,,,,
-1.09,0.193,0.133,,,,,
-0.941,0.123,0.414,,,,,
-0.826,0.148,0.104,,,,,
-1.053,0.197,0.48,5885,45.6,19.7,645330,2
-1.125,0.092,0.473,,,,,
-1.068,0.162,0.297,,,,,
-0.885,0.24,0.254,,,,,
-0.951,0.156,0.277,,,,,
-1,0.154,0.43,,,,,
-1.125,0.191,0.381,,,,,
-0.953,0.113,0.309,,,,,
-0.889,0.184,0.225,,,,,
-0.859,0.109,0.178,,,,,
-1.029,0.105,0.477,,,,,
-1.027,0.17,0.303,,,,,
-1.059,0.164,0.459,,,,,
-0.83,0.139,0.186,,,,,
-0.965,0.238,0.418,,,,,
-0.963,0.188,0.396,,,,,
-0.967,0.102,0.23,,,,,
-0.982,0.172,0.434,,,,,
-0.838,0.203,0.008,5885,45.6,19.7,645506,2
-0.922,0.092,0.484,,,,,
-0.822,0.143,0.301,,,,,
-1.039,0.16,0.336,,,,,
-1.014,0.184,0.506,,,,,
-0.967,0.186,0.205,,,,,
-0.975,0.086,0.578,,,,,
-0.92,0.098,0.045,,,,,
-1.055,0.109,0.525,,,,,
-1.055,0.164,0.479,,,,,
-1.057,0.104,0.348,,,,,
-0.91,0.096,0.494,,,,,
-0.885,0.229,0.113,,,,,
-0.965,0.104,0.535,,,,,
-1.143,0.227,0.42,,,,,
-1.104,0.203,0.582,,,,,
-0.982,0.145,0.33,,,,,
-1.033,0.125,0.326,,,,,
-0.902,0.1,0.238,5885,45.6,19.7,645682,2
-0.949,0.143,0.383,,,,,
-0.945,0.193,0.295,,,,,
-1.029,0.207,0.479,,,,,
-0.959,0.15,0.373,,,,,
-0.926,0.107,0.348,,,,,
-0.826,0.098,0.328,,,,,
-0.912,0.129,0.223,,,,,
-0.863,0.133,0.566,,,,,
-0.799,0.209,0.164,,,,,
-0.793,0.166,0.303,,,,,
-0.834,0.104,0.285,,,,,
-1.057,0.109,0.262,,,,,
-1,0.174,0.604,,,,,
-0.797,0.258,0.225,,,,,
-0.938,0.137,0.234,,,,,
-0.797,0.045,0.182,,,,,
-0.918,0.186,0.371,,,,,
-1.008,0.203,0.514,5885,45.6,19.7,645857,2
-0.994,0.193,0.439,,,,,
-0.809,0.131,0.166,,,,,
-0.871,0.131,0.285,,,,,
-0.869,0.123,0.232,,,,,
-1.127,0.188,0.578,,,,,
-0.875,0.131,0.381,,,,,
-0.916,0.121,0.363,,,,,
-0.73,0.133,0.34,,,,,
-0.859,0.17,0.365,,,,,
-1.057,0.084,0.369,,,,,
-0.857,0.086,0.502,,,,,
-0.939,0.18,0.426,,,,,
-0.797,0.174,0.529,,,,,
-0.902,0.07,0.34,,,,,
-0.879,0.1,0.262,,,,,
-0.838,0.176,0.352,,,,,
-0.992,0.145,0.398,,,,,
-0.852,0.188,0.312,5885,45.6,19.7,646033,2
-0.803,0.215,0.295,,,,,
-0.656,0.086,0.08,,,,,
-0.852,0.09,0.363,,,,,
-1.078,0.084,0.535,,,,,
-0.992,0.113,0.301,,,,,
-0.943,0,0.506,,,,,
-0.713,0.119,0.338,,,,,
-0.766,0.189,0.34,,,,,
-1.088,0.213,0.596,,,,,
-0.697,0.152,0.037,,,,,
-0.861,0.113,0.406,,,,,
-0.844,0.182,0.096,,,,,
-0.912,0.137,0.553,,,,,
-1.168,0.25,0.479,,,,,
-0.947,0.135,0.42,,,,,
-0.811,0.176,0.371,,,,,
-0.738,0.139,0.07,,,,,
-1.164,0.234,0.619,5885,45.6,19.7,646209,2
-0.955,0.15,0.137,,,,,
-0.992,0.078,0.516,,,,,
-1.039,0.135,0.518,,,,,
-0.959,0.16,0.459,,,,,
-1.025,0.127,0.527,,,,,
-1.039,0.111,0.398,,,,,
-1.043,0.168,0.412,,,,,
-0.932,0.16,0.186,,,,,
-0.988,0.158,0.402,,,,,
-1.014,0.129,0.424,,,,,
-1.01,0.102,0.449,,,,,
-0.863,0.193,0.207,,,,,
-0.932,0.176,0.488,,,,,
-1.086,0.104,0.371,,,,,
-1.035,0.156,0.385,,,,,
-1.121,0.135,0.295,,,,,
-0.945,0.154,0.445,,,,,
-0.934,0.166,0.225,5037,45.7,19.8,646421,2
-1.086,0.129,0.439,,,,,
-0.963,0.182,0.232,,,,,
-1.092,0.131,0.414,,,,,
-0.871,0.152,0.209,,,,,
-0.938,0.193,0.301,,,,,
-1.018,0.117,0.406,,,,,
-0.977,0.07,0.221,,,,,
-0.926,0.072,0.373,,,,,
-1,0.189,0.305,,,,,
-1.021,0.195,0.299,,,,,
-1.133,0.176,0.559,,,,,
-1.018,0.223,0.264,,,,,
-1.098,0.158,0.531,,,,,
-0.893,0.17,0.092,,,,,
-1.025,0.123,0.215,,,,,
-1.012,0.176,0.303,,,,,
-1.014,0.223,0.393,,,,,
-1.164,0.148,0.625,5037,45.7,19.8,646597,2
-0.867,0.172,0.156,,,,,
-0.992,0.121,0.305,,,,,
-0.83,0.156,0.256,,,,,
-1.035,0.23,0.283,,,,,
-0.748,0.186,0.184,,,,,
-0.994,0.135,0.422,,,,,
-1.004,0.135,0.426,,,,,
-0.875,0.146,0.344,,,,,
-0.965,0.164,0.549,,,,,
-0.85,0.213,0.309,,,,,
-0.842,0.115,0.242,,,,,
-0.688,0.164,0.127,,,,,
-0.877,0.148,0.42,,,,,
-1.023,0.215,0.58,,,,,
-0.934,0.225,0.463,,,,,
-0.812,0.199,0.354,,,,,
-0.742,0.203,0.238,,,,,
-0.988,0.209,0.357,5037,45.7,19.8,646772,2
-0.996,0.158,0.287,,,,,
-1,0.129,0.307,,,,,
-0.826,0.143,0.242,,,,,
-1.043,0.213,0.402,,,,,
-1.051,0.188,0.436,,,,,
-0.9,0.111,0.336,,,,,
-0.691,0.146,-0.018,,,,,
-0.811,0.205,0.254,,,,,
-1.055,0.168,0.475,,,,,
-0.861,0.133,0.316,,,,,
-0.734,0.176,0.301,,,,,
-0.781,0.15,0.184,,,,,
-0.932,0.158,0.357,,,,,
-0.98,0.189,0.314,,,,,
-0.965,0.203,0.357,,,,,
-0.812,0.244,0.197,,,,,
-1.041,0.191,0.49,,,,,
-0.812,0.158,0.311,5037,45.7,19.8,646948,2
-0.844,0.129,0.283,,,,,
-0.889,0.182,0.457,,,,,
-0.871,0.184,0.348,,,,,
-0.877,0.137,0.385,,,,,
-0.754,0.266,0.25,,,,,
-0.854,0.168,0.305,,,,,
-0.902,0.225,0.398,,,,,
-0.752,0.223,0.227,,,,,
-0.789,0.24,0.33,,,,,
-0.703,0.273,0.281,,,,,
-1.07,0.121,0.301,,,,,
-1,0.176,0.766,,,,,
-0.85,0.172,0.051,,,,,
-0.791,0.162,0.156,,,,,
-0.76,0.076,0.369,,,,,
-1.105,0.16,0.219,,,,,
-0.969,0.223,0.822,,,,,
-0.943,0.264,0.146,5037,45.7,19.8,647124,2
-0.893,0.135,0.424,,,,,
-0.977,0.191,0.137,,,,,
-1.127,0.146,0.455,,,,,
-0.938,0.24,0.76,,,,,
-0.838,0.197,0.02,,,,,
-0.953,0.096,0.631,,,,,
-0.785,0.168,0.121,,,,,
-1.012,0.227,0.316,,,,,
-0.869,0.293,0.584,,,,,
-0.773,0.236,0.053,,,,,
-0.977,0.09,0.578,,,,,
-0.961,0.186,0.316,,,,,
-1.098,0.172,0.709,,,,,
-0.76,0.201,0.271,,,,,
-0.812,0.184,0.174,,,,,
-1.062,0.133,0.359,,,,,
-0.826,0.389,0.051,,,,,
-1.221,0.41,0.818,5037,45.7,19.8,647300,2
-0.979,0.297,0.289,,,,,
-0.934,-0.072,0.609,,,,,
-0.717,0.295,0.314,,,,,
-0.621,0.246,-0.436,,,,,
-1.279,0.244,1.113,,,,,
-0.744,0.174,0.031,,,,,
-1.141,0.107,0.686,,,,,
-0.662,0.35,0.486,,,,,
-1.189,0.465,0.186,,,,,
-1.021,0.232,1.125,,,,,
-0.57,0.236,-0.307,,,,,
-1.191,0.23,0.742,,,,,
-0.832,0.283,0.053,,,,,
-1.186,0.16,0.611,,,,,
-0.91,0.137,0.625,,,,,
-0.955,0.232,0.191,,,,,
-0.969,0.152,0.832,,,,,
-0.826,0.305,-0.014,5037,45.7,19.8,647475,2
-0.992,0.131,0.562,,,,,
-0.883,0.207,0.15,,,,,
-0.953,0.174,0.223,,,,,
-1.154,0.146,0.656,,,,,
-0.812,0.16,0.168,,,,,
-0.926,0.17,0.557,,,,,
-0.777,0.24,0.141,,,,,
-0.941,0.123,0.312,,,,,
-0.98,0.207,0.398,,,,,
-0.865,0.268,0.312,,,,,
-0.861,0.215,0.299,,,,,
-0.744,0.191,0.402,,,,,
-1.092,0.246,0.465,,,,,
-0.758,0.295,0.441,,,,,
-1,0.186,0.332,,,,,
-0.629,0.088,0.383,,,,,
-0.91,0.201,0.543,,,,,
-0.941,0.418,0.188,5037,45.7,19.8,647651,2
-1.033,0.182,0.434,,,,,
-1.105,0.508,0.137,,,,,
-0.982,0.08,0.549,,,,,
-0.83,0.238,0.641,,,,,
-0.504,0.412,0.002,,,,,
-1.25,0.217,0.604,,,,,
-0.785,0.225,0.361,,,,,
-0.908,0.184,0.342,,,,,
-1.051,0.164,0.543,,,,,
-0.566,0.324,0.25,,,,,
-1.098,0.211,0.516,,,,,
-0.824,0.215,0.16,,,,,
-0.982,0.209,0.445,,,,,
-1.012,0.248,0.43,,,,,
-1.023,0.262,0.365,,,,,
-1.002,0.15,0.465,,,,,
-0.803,0.264,0.244,,,,,
-0.838,0.246,0.467,5037,45.7,19.8,647827,2
-0.996,0.176,0.422,,,,,
-1.062,0.277,0.312,,,,,
-1.059,0.26,0.396,,,,,
-1.053,0.268,0.225,,,,,
-0.789,0.279,0.371,,,,,
-1.084,0.32,0.262,,,,,
-0.953,0.207,0.393,,,,,
-1.113,0.344,0.357,,,,,
-1.02,0.385,0.363,,,,,
-1.047,0.215,0.531,,,,,
-0.982,0.4,0.178,,,,,
-1.025,0.426,0.393,,,,,
-1.037,0.389,0.332,,,,,
-0.986,0.389,0.391,,,,,
-1.098,0.326,0.322,,,,,
-0.99,0.449,0.273,,,,,
-1.074,0.406,0.463,,,,,
-1.033,0.438,0.293,5037,45.7,19.8,648003,2
-0.963,0.322,0.434,,,,,
-1.102,0.266,0.434,,,,,
-0.857,0.447,0.176,,,,,
-1.051,0.354,0.549,,,,,
-1.07,0.334,0.404,,,,,
-0.793,0.25,0.133,,,,,
-1.072,0.195,0.434,,,,,
-0.768,0.289,0.092,,,,,
-0.986,0.258,0.566,,,,,
-0.92,0.209,0.258,,,,,
-0.859,0.297,0.309,,,,,
-0.811,0.23,0.184,,,,,
-1.057,0.318,0.422,,,,,
-1.068,0.43,0.307,,,,,
-0.92,0.414,0.35,,,,,
-0.619,0.443,0.15,,,,,
-1.098,0.102,0.334,,,,,
-1.066,0.422,0.217,5037,45.7,19.8,648179,2
-0.953,0.436,0.215,,,,,
-1.262,0.434,0.6,,,,,
-0.771,0.332,0.094,,,,,
-1.324,0.291,0.41,,,,,
-1.186,0.268,0.473,,,,,
-0.902,0.25,0.08,,,,,
-0.898,0.25,0.287,,,,,
-0.844,0.148,0.078,,,,,
-0.99,0.291,0.129,,,,,
-0.912,0.266,0.15,,,,,
-1.15,0.279,0.35,,,,,
-0.912,0.248,0.156,,,,,
-0.93,0.242,0.189,,,,,
-0.867,0.299,0.084,,,,,
