AX,AY,AZ,CO2,Temp,Hum,Tim,File
-0.998,0.303,0.303,,,,,
-0.906,0.295,0.045,,,,,
-0.865,0.318,0.129,,,,,
-0.846,0.305,0.029,4806,45.7,20.3,648392,2
-1.008,0.41,0.146,,,,,
-0.93,0.469,0.18,,,,,
-0.926,0.395,0.227,,,,,
-0.865,0.32,0.186,,,,,
-0.764,0.303,0.094,,,,,
-0.889,0.379,-0.037,,,,,
-1.002,0.537,0.039,,,,,
-0.992,0.396,0.082,,,,,
-0.867,0.438,0.248,,,,,
-0.703,0.332,0.035,,,,,
-0.807,0.348,0.305,,,,,
-0.74,0.422,0.127,,,,,
-0.848,0.355,0.359,,,,,
-0.639,0.416,0.109,,,,,
-0.885,0.549,0.029,,,,,
-0.961,0.551,0.174,,,,,
-0.982,0.469,0.25,,,,,
-0.801,0.402,0.248,4806,45.7,20.3,648567,2
-0.809,0.361,-0.07,,,,,
-1.086,0.531,0.113,,,,,
-1.184,0.518,0.229,,,,,
-1.248,0.5,0.312,,,,,
-0.807,0.475,0.068,,,,,
-1.023,0.486,-0.047,,,,,
-1.172,0.418,0.082,,,,,
-1.123,0.422,0.119,,,,,
-1.299,0.445,0.297,,,,,
-1.104,0.463,0.215,,,,,
-1.088,0.467,0.123,,,,,
-1.281,0.414,0.254,,,,,
-1.336,0.428,0.045,,,,,
-1.359,0.291,0.418,,,,,
-0.908,0.393,0.088,,,,,
-0.838,0.426,-0.004,,,,,
-1.076,0.436,0.168,,,,,
-1.029,0.611,0.053,4806,45.7,20.3,648743,2
-1.057,0.416,0.277,,,,,
-1.096,0.537,0.117,,,,,
-0.902,0.473,0.141,,,,,
-0.924,0.465,0.168,,,,,
-0.865,0.484,0.127,,,,,
-0.814,0.52,0.268,,,,,
-0.797,0.52,0.143,,,,,
-0.865,0.412,0.002,,,,,
-0.836,0.482,0.162,,,,,
-0.775,0.479,0.039,,,,,
-0.82,0.371,0.336,,,,,
-0.627,0.49,-0.002,,,,,
-0.945,0.473,0.188,,,,,
-0.879,0.529,0.201,,,,,
-0.762,0.492,0.01,,,,,
-0.967,0.445,0.232,,,,,
-0.844,0.518,0.115,,,,,
-1.012,0.396,0.301,4806,45.7,20.3,648919,2
-1.002,0.549,0.186,,,,,
-0.898,0.564,0.09,,,,,
-0.908,0.443,0.438,,,,,
-0.734,0.479,-0.025,,,,,
-1.307,0.645,0.363,,,,,
-0.705,0.385,0.213,,,,,
-1.23,0.609,0.092,,,,,
-0.938,0.553,0.188,,,,,
-0.891,0.537,-0.018,,,,,
-0.945,0.691,0.188,,,,,
-0.953,0.547,-0.016,,,,,
-0.873,0.6,0.188,,,,,
-0.781,0.602,-0.053,,,,,
-0.928,0.578,0.191,,,,,
-0.943,0.553,0.273,,,,,
-1.047,0.559,0.145,,,,,
-0.791,0.596,0.09,,,,,
-0.76,0.516,-0.023,4806,45.7,20.3,649095,2
-0.893,0.521,0.109,,,,,
-0.766,0.557,0.148,,,,,
-0.959,0.445,0.162,,,,,
-0.908,0.584,0.182,,,,,
-0.781,0.494,0.041,,,,,
-0.959,0.465,0.238,,,,,
-0.643,0.559,0.043,,,,,
-1.031,0.49,0.281,,,,,
-0.801,0.523,-0.01,,,,,
-0.881,0.484,0.1,,,,,
-1.088,0.496,0.324,,,,,
-0.998,0.518,-0.008,,,,,
-1.055,0.459,0.316,,,,,
-0.795,0.539,-0.004,,,,,
-0.812,0.564,0.113,,,,,
-0.834,0.523,0.162,,,,,
-0.867,0.576,0.039,,,,,
-1,0.508,0.201,4806,45.7,20.3,649270,2
-0.83,0.553,0.221,,,,,
-0.857,0.508,-0.002,,,,,
-0.887,0.535,0.25,,,,,
-0.734,0.537,-0.047,,,,,
-0.982,0.562,0.197,,,,,
-0.639,0.582,-0.035,,,,,
-0.9,0.543,0.291,,,,,
-0.834,0.461,0.07,,,,,
-0.727,0.404,0.039,,,,,
-0.848,0.434,0.137,,,,,
-0.785,0.504,0.109,,,,,
-0.883,0.455,0.141,,,,,
-0.859,0.459,0.334,,,,,
-0.664,0.439,-0.16,,,,,
-0.959,0.488,0.197,,,,,
-0.764,0.457,0.088,,,,,
-0.928,0.5,0.053,,,,,
-0.756,0.508,0.105,4806,45.7,20.3,649446,2
-0.854,0.467,0.1,,,,,
-1.033,0.479,0.191,,,,,
-0.973,0.541,0.242,,,,,
-0.963,0.553,0.035,,,,,
-0.973,0.555,0.086,,,,,
-0.957,0.619,0.082,,,,,
-1.027,0.602,0.006,,,,,
-0.844,0.529,0.156,,,,,
-0.812,0.562,0.057,,,,,
-1.043,0.572,0.225,,,,,
-0.928,0.516,0.154,,,,,
-0.938,0.672,0.1,,,,,
-0.793,0.494,-0.039,,,,,
-0.941,0.498,0.209,,,,,
-0.812,0.521,-0.023,,,,,
-1.062,0.568,0.252,,,,,
-0.768,0.592,-0.01,,,,,
-0.896,0.525,0.121,4806,45.7,20.3,649622,2
-0.889,0.578,0.137,,,,,
-0.803,0.529,-0.031,,,,,
-1,0.535,0.17,,,,,
-0.889,0.611,0.078,,,,,
-0.924,0.547,0.275,,,,,
-0.877,0.551,0.027,,,,,
-0.699,0.518,-0.059,,,,,
-0.824,0.453,-0.137,,,,,
-0.773,0.484,0.201,,,,,
-0.953,0.504,0.162,,,,,
-0.988,0.471,0.445,,,,,
-0.961,0.535,-0.1,,,,,
-1.045,0.418,0.18,,,,,
-0.818,0.553,0.217,,,,,
-0.789,0.51,-0.039,,,,,
-0.742,0.492,-0.082,,,,,
-0.941,0.617,-0.117,,,,,
-0.906,0.561,0.18,4806,45.7,20.3,649798,2
-0.947,0.6,0.043,,,,,
-0.854,0.562,0.047,,,,,
-0.873,0.504,-0.004,,,,,
-0.92,0.635,-0.01,,,,,
-0.928,0.572,0.166,,,,,
-1.096,0.604,0.148,,,,,
-0.939,0.629,0.096,,,,,
-1.004,0.553,0.002,,,,,
-1.021,0.562,0.043,,,,,
-1,0.547,-0.09,,,,,
-1.127,0.553,0.031,,,,,
-0.957,0.566,-0.01,,,,,
-0.969,0.594,-0.051,,,,,
-0.875,0.574,0.174,,,,,
-0.764,0.555,0.064,,,,,
-1.109,0.545,0.107,,,,,
-0.828,0.449,-0.029,,,,,
-0.756,0.543,-0.16,4806,45.7,20.3,649973,2
-0.768,0.514,-0.023,,,,,
-0.895,0.541,0.025,,,,,
-0.965,0.551,0.211,,,,,
-0.883,0.629,0.094,,,,,
-0.695,0.531,-0.09,,,,,
-0.869,0.432,-0.164,,,,,
-0.971,0.539,-0.035,,,,,
-0.93,0.555,0.307,,,,,
-0.805,0.502,-0.064,,,,,
-0.777,0.447,0.018,,,,,
-1.072,0.469,0.117,,,,,
-0.803,0.568,-0.076,,,,,
-0.99,0.518,-0.018,,,,,
-1.146,0.51,0.014,,,,,
-0.771,0.492,-0.174,,,,,
-0.951,0.486,-0.047,,,,,
-0.938,0.404,-0.131,,,,,
-0.955,0.336,-0.07,4806,45.7,20.3,650149,2
-1.021,0.457,0.021,,,,,
-1.012,0.525,0.096,,,,,
-0.93,0.326,0.008,,,,,
-0.871,0.373,-0.225,,,,,
-1.088,0.445,-0.129,,,,,
-1.092,0.467,0.041,,,,,
-1.062,0.475,0.113,,,,,
-0.791,0.377,-0.07,,,,,
-0.848,0.357,-0.09,,,,,
-0.928,0.496,-0.025,,,,,
-1.064,0.43,0.049,,,,,
-0.957,0.369,-0.084,,,,,
-0.73,0.529,-0.186,,,,,
-0.965,0.557,0.102,,,,,
-0.83,0.539,-0.162,,,,,
-1.148,0.564,-0.076,,,,,
-0.986,0.59,-0.137,,,,,
-1.188,0.684,0.094,3146,45.8,20.1,650361,2
-1.158,0.654,0.059,,,,,
-1.004,0.461,-0.084,,,,,
-0.693,0.383,-0.238,,,,,
-0.928,0.541,0.018,,,,,
-1.104,0.584,-0.006,,,,,
-0.994,0.604,0.146,,,,,
-0.928,0.484,-0.082,,,,,
-1.014,0.555,-0.125,,,,,
-0.967,0.426,-0.148,,,,,
-0.92,0.5,-0.1,,,,,
-1.014,0.557,-0.264,,,,,
-1.377,0.471,0.172,,,,,
-0.715,0.482,0,,,,,
-0.688,0.434,-0.07,,,,,
-0.971,0.4,-0.088,,,,,
-1.053,0.381,-0.203,,,,,
-1.062,0.408,-0.059,,,,,
-1.004,0.496,0.023,3146,45.8,20.1,650537,2
-0.953,0.541,0.07,,,,,
-1.223,0.602,-0.016,,,,,
-0.695,0.328,-0.225,,,,,
-0.822,0.217,-0.465,,,,,
-1.273,0.52,0.434,,,,,
-0.529,0.355,-0.129,,,,,
-1.164,0.328,0.242,,,,,
-0.885,0.395,-0.33,,,,,
-1.371,0.258,-0.311,,,,,
-0.855,0.418,0.092,,,,,
-0.717,0.455,-0.252,,,,,
-1.26,0.277,0.471,,,,,
-0.6,0.27,-0.553,,,,,
-1.115,0.332,-0.18,,,,,
-1.057,0.391,0.074,,,,,
-1.104,0.449,-0.059,,,,,
-0.91,0.301,0.092,,,,,
-0.74,0.309,-0.285,3146,45.8,20.1,650713,2
-1.047,0.307,-0.111,,,,,
-1.021,0.262,0.014,,,,,
-0.844,0.305,-0.123,,,,,
-0.857,0.32,0.061,,,,,
-0.963,0.283,-0.158,,,,,
-1.135,0.244,0.143,,,,,
-0.895,0.258,-0.17,,,,,
-1.004,0.26,-0.006,,,,,
-0.871,0.242,-0.139,,,,,
-0.939,0.191,-0.08,,,,,
-0.855,0.252,-0.129,,,,,
-1.049,0.279,-0.184,,,,,
-1.16,0.264,0.193,,,,,
-0.908,0.299,-0.002,,,,,
-0.924,0.287,-0.182,,,,,
-0.986,0.316,0.082,,,,,
-0.979,0.307,-0.334,,,,,
-1.096,0.324,0.285,3146,45.8,20.1,650888,2
-0.891,0.416,-0.225,,,,,
-1.207,0.316,0.068,,,,,
-0.914,0.301,-0.146,,,,,
-0.926,0.316,-0.234,,,,,
-1.137,0.297,0.037,,,,,
-1.186,0.35,0.096,,,,,
-1.207,0.303,0.053,,,,,
-0.799,0.307,-0.287,,,,,
-0.92,0.301,-0.211,,,,,
-1.168,0.285,0.105,,,,,
-1.047,0.209,0.062,,,,,
-0.908,0.203,-0.035,,,,,
-0.902,0.213,-0.098,,,,,
-0.971,0.182,-0.025,,,,,
-0.99,0.203,0.045,,,,,
-0.85,0.17,-0.059,,,,,
-0.979,0.193,0.043,,,,,
-1.064,0.197,-0.016,3146,45.8,20.1,651064,2
-0.934,0.148,0.037,,,,,
-0.889,0.197,-0.176,,,,,
-1.111,0.254,0.074,,,,,
-1.104,0.256,0.072,,,,,
-0.949,0.227,-0.213,,,,,
-0.938,0.271,-0.131,,,,,
-0.982,0.262,-0.037,,,,,
-1.107,0.215,0.062,,,,,
-0.986,0.234,0.066,,,,,
-0.938,0.252,-0.197,,,,,
-1.02,0.234,-0.119,,,,,
-0.977,0.244,0.006,,,,,
-1.014,0.24,-0.176,,,,,
-0.754,0.199,-0.076,,,,,
-1.041,0.27,-0.133,,,,,
-0.926,0.176,-0.004,,,,,
-1.025,0.262,-0.092,,,,,
-1.059,0.205,0.008,3146,45.8,20.1,651240,2
-0.967,0.186,-0.211,,,,,
-0.969,0.287,-0.051,,,,,
-1.064,0.238,-0.021,,,,,
-1.062,0.193,0.096,,,,,
-0.91,0.199,-0.295,,,,,
-1.09,0.191,-0.004,,,,,
-1.053,0.246,-0.211,,,,,
-1.156,0.164,0.086,,,,,
-0.885,0.174,-0.146,,,,,
-1.07,0.158,-0.025,,,,,
-1.039,0.201,-0.033,,,,,
-0.982,0.168,0.051,,,,,
-0.906,0.193,-0.158,,,,,
-0.912,0.201,-0.18,,,,,
-1.029,0.27,0.037,,,,,
-1.121,0.246,0.008,,,,,
-0.945,0.193,-0.1,,,,,
-0.789,0.211,-0.162,3146,45.8,20.1,651416,2
-1.098,0.225,0.008,,,,,
-0.977,0.266,0.025,,,,,
-1.107,0.213,-0.035,,,,,
-0.971,0.209,-0.137,,,,,
-1.008,0.232,0.01,,,,,
-1.26,0.197,-0.016,,,,,
-1,0.23,0,,,,,
-1.016,0.195,-0.021,,,,,
-0.984,0.213,-0.074,,,,,
-0.885,0.201,0.098,,,,,
-1.088,0.215,-0.086,,,,,
-0.789,0.201,0.055,,,,,
-0.912,0.178,-0.244,,,,,
-1.02,0.236,0.082,,,,,
-1.02,0.246,-0.115,,,,,
-1.057,0.209,0.119,,,,,
-0.693,0.305,-0.098,,,,,
-0.98,0.219,-0.244,3146,45.8,20.1,651592,2
-1.09,0.221,0.061,,,,,
-0.932,0.25,-0.24,,,,,
-0.799,0.227,-0.121,,,,,
-0.777,0.139,-0.16,,,,,
-1.072,0.252,0.145,,,,,
-0.848,0.277,0.029,,,,,
-0.912,0.219,-0.307,,,,,
-0.947,0.176,-0.037,,,,,
-1.02,0.254,-0.279,,,,,
-1.057,0.182,0.09,,,,,
-0.959,0.219,-0.125,,,,,
-0.928,0.186,-0.072,,,,,
-0.926,0.232,0.102,,,,,
-0.891,0.211,-0.191,,,,,
-1.018,0.359,0.432,,,,,
-0.791,0.102,-1.029,,,,,
-1.414,0.119,0.34,,,,,
-1.057,0.441,0.256,3146,45.8,20.1,651767,2
-0.945,0.236,-1.498,,,,,
-0.844,0.078,0.645,,,,,
-0.723,0.109,-0.654,,,,,
-0.889,0.197,0.146,,,,,
-1.043,0.289,-0.223,,,,,
-1.402,0.316,-0.072,,,,,
-1.008,0.09,0.471,,,,,
-1.027,0.332,-0.457,,,,,
-0.891,0.068,0.023,,,,,
-1.125,0.203,0.09,,,,,
-0.902,0.133,0.01,,,,,
-0.91,0.033,-0.158,,,,,
-1.027,0.281,0.006,,,,,
-1.234,0.215,0.084,,,,,
-1.156,0.107,0.184,,,,,
-0.717,0.154,-0.281,,,,,
-1.02,0.129,-0.066,,,,,
-0.908,0.127,-0.092,3146,45.8,20.1,651943,2
-1.078,0.221,0.053,,,,,
-1.072,0.137,0.176,,,,,
-0.955,0.191,-0.369,,,,,
-1,0.1,0.062,,,,,
-0.93,0.156,-0.176,,,,,
-1.135,0.201,0.211,,,,,
-1.014,0.174,0.127,,,,,
-0.953,0.189,0.09,,,,,
-0.676,0.184,-0.486,,,,,
-1.15,0.287,0.098,,,,,
-0.719,0.143,-0.244,,,,,
-1.197,0.012,-0.316,,,,,
-0.852,0.203,0.959,,,,,
-0.604,-0.098,-0.58,,,,,
-1.391,-0.021,0.459,,,,,
-0.725,0.283,-0.707,,,,,
-1.604,0.158,0.041,,,,,
-1.217,0.377,-0.104,3146,45.8,20.1,652119,2
-1.104,0.021,-0.068,,,,,
-0.699,0.184,-0.045,,,,,
-1.088,0.312,-0.232,,,,,
-0.859,0.023,0.203,,,,,
-0.889,0.205,-0.039,,,,,
-1.246,0.195,0.193,,,,,
-0.961,0.299,0.146,,,,,
-0.896,0.232,-0.205,,,,,
-1.068,0.205,-0.197,,,,,
-1.078,0.152,0.1,,,,,
-0.893,0.23,-0.363,,,,,
-0.895,0.197,-0.178,,,,,
-0.885,0.221,-0.08,,,,,
-1.135,0.092,0.156,,,,,
-1.088,0.135,0.172,,,,,
-0.906,0.219,-0.186,,,,,
-0.883,0.176,-0.115,,,,,
-1.041,0.191,0.146,4286,45.8,23.9,652332,2
-1.051,0.24,-0.082,,,,,
-1.098,0.166,0.072,,,,,
-0.941,0.152,-0.006,,,,,
-0.816,0.098,-0.309,,,,,
-1.076,0.156,0.078,,,,,
-1.094,0.238,-0.074,,,,,
-1.258,0.164,0.154,,,,,
-0.82,0.229,-0.172,,,,,
-0.777,0.182,-0.195,,,,,
-0.998,0.143,-0.025,,,,,
-1.045,0.215,-0.086,,,,,
-1.074,0.189,0.053,,,,,
-1.049,0.162,-0.184,,,,,
-0.928,0.215,-0.164,,,,,
-0.998,0.107,-0.041,,,,,
-1.209,0.232,-0.016,,,,,
-0.898,0.129,-0.076,,,,,
-1.084,0.113,-0.006,4286,45.8,23.9,652508,2
-1.039,0.139,0.104,,,,,
-1.078,0.203,-0.076,,,,,
-0.838,0.184,-0.15,,,,,
-0.992,0.105,-0.15,,,,,
-0.973,0.162,0.018,,,,,
-1.141,0.184,0.088,,,,,
-1.162,0.215,0.162,,,,,
-0.941,0.188,-0.168,,,,,
-0.957,0.072,-0.275,,,,,
-0.918,0.258,-0.059,,,,,
-0.994,0.184,-0.264,,,,,
-1.08,0.193,0.408,,,,,
-0.83,0.219,-0.307,,,,,
-1.064,0.119,-0.107,,,,,
-0.816,0.184,0.021,,,,,
-0.896,0.135,-0.262,,,,,
-1.086,0.092,0.273,,,,,
-0.805,0.207,-0.158,4286,45.8,23.9,652683,2
-1.008,0.191,-0.109,,,,,
-0.887,0.131,0.037,,,,,
-1.029,0.184,-0.234,,,,,
-0.908,0.039,0.113,,,,,
-0.961,0.227,-0.039,,,,,
-1.115,0.145,0.025,,,,,
-1.076,0.139,-0.018,,,,,
-0.793,0.15,-0.158,,,,,
-0.975,0.217,-0.119,,,,,
-0.85,0.119,-0.045,,,,,
-1.02,0.139,0.307,,,,,
-0.951,0.164,-0.135,,,,,
-0.844,0.105,-0.145,,,,,
-1.154,0.158,-0.053,,,,,
-1.072,0.211,-0.281,,,,,
-0.85,0.195,0.203,,,,,
-0.969,0.211,-0.191,,,,,
-1.033,0.201,0.115,4286,45.8,23.9,652859,2
-0.91,0.182,-0.023,,,,,
-1.051,0.238,-0.242,,,,,
-0.951,0.09,-0.049,,,,,
-1.094,0.195,-0.145,,,,,
-1.074,0.172,0.119,,,,,
-1.113,0.123,0.006,,,,,
-0.984,0.258,-0.039,,,,,
-1.064,0.139,-0.352,,,,,
-1.035,0.102,0.148,,,,,
-1.01,0.182,-0.211,,,,,
-1.291,0.176,0.324,,,,,
-0.812,0.211,-0.125,,,,,
-1.104,0.109,-0.078,,,,,
-1.006,0.123,-0.082,,,,,
-0.988,0.234,-0.164,,,,,
-0.852,0.176,0.182,,,,,
-1.184,-0.057,-1.047,,,,,
-1.111,0.268,1.67,4286,45.8,23.9,653035,2
-0.889,0.184,-0.971,,,,,
-1.016,0.051,0.537,,,,,
-0.902,-0.133,0.371,,,,,
-1.219,0.268,-0.172,,,,,
-0.656,0.223,0.438,,,,,
-1.109,0.139,-0.459,,,,,
-1.094,0.07,0.129,,,,,
-0.838,0.184,-0.352,,,,,
-1.189,0.078,0.031,,,,,
-0.879,0.197,0.045,,,,,
-1.125,0.096,-0.111,,,,,
-0.955,0.041,0.23,,,,,
-0.932,0.096,-0.369,,,,,
-1.117,0.125,-0.189,,,,,
-0.768,0.17,-0.271,,,,,
-0.943,0.098,-0.064,,,,,
-1.08,0.158,0.105,,,,,
-0.953,0.09,-0.051,4286,45.8,23.9,653211,2
-0.949,0.051,0.064,,,,,
-0.896,0.135,-0.289,,,,,
-1.25,0.158,-0.043,,,,,
-1.043,0.225,-0.059,,,,,
-0.918,0.174,-0.139,,,,,
-1.363,0.301,0.287,,,,,
-0.439,0.182,-0.43,,,,,
-1.627,-0.16,0.145,,,,,
-0.57,0.164,0.117,,,,,
-1.066,-0.15,-0.49,,,,,
-1.49,0.246,0.348,,,,,
-0.711,0.162,-0.543,,,,,
-1.764,0.211,0.373,,,,,
-0.973,0.408,-0.016,,,,,
-1.123,0.115,-0.135,,,,,
-1.018,0.008,0.373,,,,,
-0.977,0.197,-0.543,,,,,
-1.305,0.039,0.383,4286,45.8,23.9,653387,2
-0.617,0.121,-0.184,,,,,
-1.135,-0.078,0.057,,,,,
-0.756,0.045,-0.213,,,,,
-1.023,0.109,-0.047,,,,,
-1.051,0.086,0.1,,,,,
-1.049,0.18,-0.129,,,,,
-1.043,0.227,0.115,,,,,
-0.955,0.092,-0.383,,,,,
-1.092,0.164,0.014,,,,,
-0.779,0.121,-0.141,,,,,
-1.098,0.051,0.064,,,,,
-0.85,0.135,-0.018,,,,,
-1.137,0.199,-0.041,,,,,
-0.988,0.176,0.156,,,,,
-0.99,0.139,-0.316,,,,,
-1.182,0.08,0.041,,,,,
-0.898,0.131,-0.201,,,,,
-0.957,0.145,-0.178,4286,45.8,23.9,653562,2
-0.904,0.135,0.168,,,,,
-0.891,0.123,-0.064,,,,,
-1.051,0.127,0.113,,,,,
-1.025,0.141,-0.047,,,,,
-0.812,0.188,-0.225,,,,,
-1.105,0.213,-0.016,,,,,
-1.039,0.123,-0.076,,,,,
-1.068,0.135,0.156,,,,,
-0.93,0.223,-0.205,,,,,
-0.938,0.088,0.088,,,,,
-1.064,0.086,-0.047,,,,,
-0.99,0.217,-0.131,,,,,
-1.113,0.146,0.037,,,,,
-0.955,0.152,-0.1,,,,,
-0.881,0.176,-0.213,,,,,
-1.078,0.174,0.031,,,,,
-0.805,0.18,-0.172,,,,,
-1.02,0.172,-0.066,4286,45.8,23.9,653738,2
-0.873,0.197,0.072,,,,,
-0.848,0.129,-0.188,,,,,
-1.143,0.201,0.096,,,,,
-0.859,0.211,-0.271,,,,,
-1.145,0.168,-0.031,,,,,
-0.99,0.225,-0.18,,,,,
-1.086,0.209,0.021,,,,,
-1.012,0.148,0.066,,,,,
-0.947,0.199,-0.242,,,,,
-1.039,0.107,0.168,,,,,
-0.99,0.18,-0.295,,,,,
-1.088,0.145,0.041,,,,,
-1.162,0.193,-0.062,,,,,
-1.113,0.18,-0.053,,,,,
-0.961,0.184,-0.115,,,,,
-1.131,0.205,-0.051,,,,,
-0.977,0.123,0,,,,,
-1.139,0.188,-0.035,4286,45.8,23.9,653914,2
-0.904,0.176,-0.133,,,,,
-1.068,0.178,-0.023,,,,,
-1.119,0.182,-0.125,,,,,
-1.148,0.213,0.119,,,,,
-0.959,0.207,-0.184,,,,,
-0.988,0.18,-0.111,,,,,
-1.043,0.152,-0.141,,,,,
-1.033,0.197,0.078,,,,,
-1.195,0.244,0.02,,,,,
-0.963,0.207,-0.016,,,,,
-0.93,0.076,-0.059,,,,,
-0.994,0.131,-0.061,,,,,
-0.9,0.219,-0.178,,,,,
-1.078,0.174,0.068,,,,,
-1.088,0.201,-0.082,,,,,
-0.988,0.166,-0.059,,,,,
-0.945,0.174,-0.074,,,,,
-0.783,0.18,-0.104,4286,45.8,23.9,654090,2
-0.875,0.176,-0.041,,,,,
-0.695,0.111,-0.096,,,,,
-0.916,0.184,0.107,,,,,
-0.83,0.291,-0.152,,,,,
-1.113,0.246,0,,,,,
-0.949,0.176,0.037,,,,,
-1.023,0.197,-0.131,,,,,
-0.996,0.205,0.053,,,,,
-0.998,0.211,-0.096,,,,,
-1.047,0.121,0.119,,,,,
-1.035,0.184,0.139,,,,,
-1.092,0.168,0.109,,,,,
-1.104,0.24,0.117,,,,,
-0.992,0.203,-0.143,,,,,
-1.195,0.148,0.113,,,,,
-1.139,0.197,-0.047,,,,,
-1.033,0.254,0.059,,,,,
-0.902,0.213,-0.016,8106,46.3,24,654303,2
-1.166,0.076,-0.023,,,,,
-0.955,0.297,-0.004,,,,,
-1.025,0.248,0.176,,,,,
-1.049,0.109,0.027,,,,,
-0.99,0.158,0.1,,,,,
-1.059,0.15,-0.211,,,,,
-1.127,0.15,0.137,,,,,
-0.967,0.184,-0.158,,,,,
-1.232,0.162,0.113,,,,,
-1.01,0.191,0.035,,,,,
-1.004,0.189,-0.205,,,,,
-0.893,0.164,-0.027,,,,,
-1.043,0.109,-0.039,,,,,
-0.959,0.162,0.113,,,,,
-0.908,0.254,0.02,,,,,
-0.875,0.168,-0.088,,,,,
-0.809,0.205,-0.053,,,,,
-1.039,0.16,0.135,8106,46.3,24,654478,2
-0.932,0.289,-0.057,,,,,
-0.965,0.168,0.184,,,,,
-1.055,0.141,-0.102,,,,,
-0.975,0.215,0.17,,,,,
-1.25,0.23,-0.1,,,,,
-0.918,0.219,0.1,,,,,
-0.957,0.152,-0.229,,,,,
-1.057,0.271,0.053,,,,,
-0.848,0.174,-0.172,,,,,
-1.059,0.121,0.152,,,,,
-0.715,0.211,-0.383,,,,,
-1.039,0.111,0.178,,,,,
-0.787,0.229,-0.043,,,,,
-0.951,0.172,0.09,,,,,
-1.102,0.113,-0.02,,,,,
-0.777,0.191,-0.023,,,,,
-0.986,0.158,-0.037,,,,,
-1.041,0.205,0.076,8106,46.3,24,654654,2
-0.848,0.221,-0.205,,,,,
-1.021,0.156,-0.018,,,,,
-0.896,0.162,-0.062,,,,,
-1,0.182,-0.025,,,,,
-0.787,0.225,-0.344,,,,,
-1.143,0.234,0.09,,,,,
-0.939,0.229,0.064,,,,,
-1.082,0.242,-0.01,,,,,
-0.941,0.252,-0.088,,,,,
-0.992,0.209,-0.027,,,,,
-0.939,0.182,-0.061,,,,,
-1.072,0.191,0.086,,,,,
-0.959,0.178,-0.094,,,,,
-0.824,0.205,0.088,,,,,
-0.893,0.135,-0.363,,,,,
-1.09,0.236,0.326,,,,,
-0.986,0.24,-0.271,,,,,
-1.102,0.154,0.271,8106,46.3,24,654830,2
-0.816,0.168,-0.137,,,,,
-1.07,0.193,0.01,,,,,
-1.064,0.162,0.254,,,,,
-0.93,0.193,-0.139,,,,,
-0.904,0.121,0.023,,,,,
-1.039,0.166,0.008,,,,,
-0.963,0.174,0.113,,,,,
-1.08,0.172,-0.074,,,,,
-0.975,0.156,-0.098,,,,,
-0.852,0.207,-0.078,,,,,
-0.943,0.145,0.119,,,,,
-1.197,0.152,0.092,,,,,
-0.916,0.154,0.025,,,,,
-0.982,0.166,0.088,,,,,
-0.973,0.225,0.041,,,,,
-0.963,0.227,0.152,,,,,
-1.029,0.127,0.061,,,,,
-0.906,0.203,-0.043,8106,46.3,24,655006,2
-0.887,0.123,-0.025,,,,,
-1.186,0.225,0.271,,,,,
-0.859,0.164,-0.09,,,,,
-1.053,0.102,0.076,,,,,
-0.893,0.256,-0.213,,,,,
-1.227,0.23,0.102,,,,,
-0.947,0.236,0.035,,,,,
-0.787,0.205,-0.053,,,,,
-1.096,0.123,0.105,,,,,
-0.881,0.24,-0.082,,,,,
-1.193,0.137,0.145,,,,,
-1.033,0.168,-0.117,,,,,
-0.861,0.17,0.045,,,,,
-1.072,0.195,0.07,,,,,
-1.105,0.24,-0.051,,,,,
-0.918,0.207,-0.037,,,,,
-0.934,0.264,-0.045,,,,,
-1.08,0.189,-0.004,8106,46.3,24,655181,2
-1.217,0.234,0.324,,,,,
-0.67,0.219,-0.27,,,,,
-1.035,0.164,0.107,,,,,
-0.898,0.26,-0.229,,,,,
-1.141,0.25,0.174,,,,,
-0.865,0.15,0.062,,,,,
-0.809,0.176,-0.109,,,,,
-1.004,0.145,0.082,,,,,
-1.104,0.188,0.031,,,,,
-0.91,0.121,-0.068,,,,,
-0.85,0.125,0.066,,,,,
-0.854,0.141,-0.229,,,,,
-1.016,0.123,0.273,,,,,
-0.99,0.223,-0.195,,,,,
-0.711,0.1,0.102,,,,,
-0.791,0.248,-0.209,,,,,
-1.016,0.205,0.223,,,,,
-1.09,0.244,0.205,8106,46.3,24,655357,2
-0.838,0.164,-0.143,,,,,
-0.791,0.105,0.076,,,,,
-0.895,0.244,-0.17,,,,,
-1.066,0.186,0.236,,,,,
-0.785,0.25,-0.068,,,,,
-0.941,0.215,-0.188,,,,,
-1.092,0.211,0.221,,,,,
-0.965,0.299,0.002,,,,,
-1.162,0.123,0.188,,,,,
-0.9,0.166,-0.111,,,,,
-0.932,0.16,-0.129,,,,,
-1.326,0.186,0.23,,,,,
-0.938,0.219,0.004,,,,,
-1.135,0.113,0.045,,,,,
-0.93,0.148,0.012,,,,,
-0.92,0.207,0.062,,,,,
-1.164,0.156,0.105,,,,,
-0.955,0.295,0.049,8106,46.3,24,655533,2
-0.822,0.158,-0.07,,,,,
-1.043,0.23,0.281,,,,,
-1.006,0.316,-0.197,,,,,
-1.023,0.205,0.08,,,,,
-0.887,0.281,-0.223,,,,,
-1.021,0.277,0.188,,,,,
-1.014,0.309,-0.039,,,,,
-1.092,0.254,0.182,,,,,
